adsh,cik,name,sic,countryba,stprba,cityba,zipba,bas1,bas2,baph,countryma,stprma,cityma,zipma,mas1,mas2,countryinc,stprinc,ein,former,changed,afs,wksi,fye,form,period,fy,fp,filed,accepted,prevrpt,detail,instance,nciks,aciks,https://www.sec.gov/dera/data/financial-statement-data-sets.html 
0001564590-20-040300,1662774,"CORTEXYME, INC.",2836,US,CA,SOUTH SAN FRANCISCO,94080,269 EAST GRAND AVE,,415-910-5717,US,CA,SOUTH SAN FRANCISCO,94080,269 EAST GRAND AVE,,US,DE,0,,,4-NON,0,1231,10-Q,20200630,2020,Q2,20200814,27:00.0,0,1,crtx-20200630.xml,1,,
0001564590-20-040304,1527709,"MID-CON ENERGY PARTNERS, LP",1311,US,OK,TULSA,74136,2431 E. 61ST STREET,SUITE 800,918-743-7575,US,OK,TULSA,74136,2431 E. 61ST STREET,SUITE 800,US,DE,452842469,,,4-NON,0,1231,10-Q,20200630,2020,Q2,20200814,35:00.0,0,1,mcep-20200630.xml,1,,
0001564590-20-040306,1691507,"COMMUNITY FIRST BANCSHARES, INC.",6035,US,GA,COVINGTON,30014,3175 HIGHWAY 278,,(770) 786-7088,US,GA,COVINGTON,30014,3175 HIGHWAY 278,,US,,0,,,4-NON,0,1231,10-Q,20200630,2020,Q2,20200814,36:00.0,0,1,cfbi-20200630.xml,1,,
0001564590-20-040310,1550453,TRILINC GLOBAL IMPACT FUND LLC,6199,US,CA,MANHATTAN BEACH,90266,1230 Rosecrans Ave,Suite 605,310-997-0580,US,CA,Manhattan Beach,90266,1230 Rosecrans Ave,Suite 605,US,DE,364732802,,,4-NON,0,1231,10-Q,20200630,2020,Q2,20200814,42:00.0,0,1,trilinc-20200630.xml,1,,
0001564590-20-040314,1374690,"LARIMAR THERAPEUTICS, INC.",2834,US,PA,BALA CYNWYD,19004,THREE BALA PLAZA EAST. SUITE 506,,844-511-9056,US,PA,BALA CYNWYD,19004,THREE BALA PLAZA EAST. SUITE 506,,US,DE,203857670,"ZAFGEN, INC.",20100301,4-NON,0,1231,10-Q,20200630,2020,Q2,20200814,48:00.0,0,1,lrmr-20200630.xml,1,,
0001564590-20-040318,1514732,"SAEXPLORATION HOLDINGS, INC.",1382,US,TX,HOUSTON,77079,1160 DAIRY ASHFORD RD.,SUITE 160,281-258-4400,US,TX,HOUSTON,77079,1160 DAIRY ASHFORD RD.,SUITE 160,US,DE,274867100,TRIO MERGER CORP.,20110307,4-NON,0,1231,10-Q,20200630,2020,Q2,20200814,55:00.0,0,1,saex-20200630.xml,1,,
0001564590-20-040319,1723648,CRESCENT ACQUISITION CORP,7900,US,CA,LOS ANGELES,90025,"11100 SANTA MONICA BOULEVARD, SUITE 2000",,(310) 235-5900,US,CA,LOS ANGELES,90025,"11100 SANTA MONICA BOULEVARD, SUITE 2000",,US,DE,823447941,CRESCENT FUNDING INC.,20171122,4-NON,0,1231,10-Q,20200630,2020,Q2,20200814,02:00.0,0,1,crsa-20200630.xml,1,,
0001564590-20-040321,1094831,"BGC PARTNERS, INC.",6200,US,NY,NEW YORK,10022,499 PARK AVENUE,,212-610-2200,US,NY,NEW YORK,10022,499 PARK AVENUE,,US,DE,134063515,ESPEED INC,19990913,1-LAF,0,1231,8-K,20200731,,,20200814,07:00.0,0,0,bgcp-8k_20200814_htm.xml,1,,
0001564590-20-040375,1582313,XENON PHARMACEUTICALS INC.,2834,CA,BC,BURNABY,V5G 48W,200 - 3650 GILMORE WAY,,(604) 484-3300,CA,BC,BURNABY,V5G 48W,200 - 3650 GILMORE WAY,,CA,BC,980661854,,,2-ACC,0,1231,8-K,20200831,,,20200817,34:00.0,0,0,xene-8k_20200817_htm.xml,1,,
0001564590-20-040383,1495153,MAKEMYTRIP LTD,4700,IN,,GURGAON,122002,"19TH FLOOR, BUILDING NO.5,","DLF CYBER CITY,",91 124 439 5000,IN,,GURGAON,122002,"19TH FLOOR, BUILDING NO.5,","DLF CYBER CITY,",MU,,0,,,1-LAF,1,331,20-F,20200331,2019,FY,20200817,19:00.0,0,1,mmyt-20200331.xml,1,,
0001564590-20-040422,23194,COMSTOCK RESOURCES INC,1311,US,TX,FRISCO,75034,5300 TOWN AND COUNTRY BLVD,STE 500,9726688800,US,TX,FRISCO,75034,5300 TOWN AND COUNTRY BLVD,STE 500,US,NV,941667468,COMSTOCK TUNNEL & DRAINAGE CO,19880121,2-ACC,0,1231,8-K,20200731,,,20200817,18:00.0,0,0,crk-8k_20200814_htm.xml,1,,
0001564590-20-040432,1499422,RBB BANCORP,6022,US,CA,LOS ANGELES,90017,1055 WILSHIRE BOULEVARD,SUITE 1200,213-533-7918,US,CA,LOS ANGELES,90017,1055 WILSHIRE BOULEVARD,SUITE 1200,US,CA,272776416,,,2-ACC,0,1231,8-K,20200731,,,20200817,01:00.0,1,0,rbb-8k_20200814_htm.xml,1,,
0001564590-20-040444,910612,CBL & ASSOCIATES PROPERTIES INC,6798,US,TN,CHATTANOOGA,37421,"2030 HAMILTON PLACE BVLD, SUITE 500",CBL CENTER,4238550001,US,TN,CHATTANOOGA,37421,"2030 HAMILTON PLACE BVLD, SUITE 500",CBL CENTER,US,DE,621545718,,,2-ACC,0,1231,10-Q,20200630,2020,Q2,20200817,38:00.0,0,1,cbl-20200630_htm.xml,2,915140,
0001564590-20-040455,1618673,PERFORMANCE FOOD GROUP CO,5141,US,VA,RICHMOND,23238,12500 WEST CREEK PARKWAY,,(804) 484-7700,US,VA,RICHMOND,23238,12500 WEST CREEK PARKWAY,,US,DE,431983182,,,1-LAF,1,630,10-K,20200630,2020,FY,20200818,58:00.0,0,1,pfgc-10k_20200627_htm.xml,1,,
0001564590-20-040477,910612,CBL & ASSOCIATES PROPERTIES INC,6798,US,TN,CHATTANOOGA,37421,"2030 HAMILTON PLACE BVLD, SUITE 500",CBL CENTER,4238550001,US,TN,CHATTANOOGA,37421,"2030 HAMILTON PLACE BVLD, SUITE 500",CBL CENTER,US,DE,621545718,,,2-ACC,0,1231,8-K/A,20200731,,,20200818,01:00.0,1,0,cbl-8ka_20200806_htm.xml,1,,
0001564590-20-040545,766701,CAPSTEAD MORTGAGE CORP,6798,US,TX,DALLAS,75225,8401 NORTH CENTRAL EXPRESSWAY,STE 800,2148742323,US,TX,DALLAS,75225,8401 NORTH CENTRAL EXPRESSWAY,STE 800,US,MD,752027937,LOMAS MORTGAGE CORP,19891105,1-LAF,0,1231,8-K,20200831,,,20200818,18:00.0,0,0,cmo-8k_20200818_htm.xml,1,,
0001564590-20-040564,59558,LINCOLN NATIONAL CORP,6311,US,PA,RADNOR,19087,150 N RADNOR CHESTER RD,,4845831400,US,PA,RADNOR,19087,150 N RADNOR CHESTER RD,,US,IN,351140070,,,1-LAF,0,1231,8-K,20200831,,,20200818,05:00.0,0,0,lnc-8k_20200818_htm.xml,1,,
0001564590-20-040582,1499422,RBB BANCORP,6022,US,CA,LOS ANGELES,90017,1055 WILSHIRE BOULEVARD,SUITE 1200,213-533-7918,US,CA,LOS ANGELES,90017,1055 WILSHIRE BOULEVARD,SUITE 1200,US,CA,272776416,,,2-ACC,0,1231,8-K/A,20200731,,,20200818,26:00.0,0,0,rbb-8ka_20200814_htm.xml,1,,
0001564590-20-040599,1101680,DASAN ZHONE SOLUTIONS INC,3661,US,CA,OAKLAND,94621,7195 OAKPORT STREET,,5107777000,US,CA,OAKLAND,94621,7195 OAKPORT STREET,,US,DE,223509099,ZHONE TECHNOLOGIES INC,20031114,2-ACC,0,1231,8-K,20200831,,,20200819,27:00.0,0,0,dzsi-8k_20200817_htm.xml,1,,
0001564590-20-040603,910612,CBL & ASSOCIATES PROPERTIES INC,6798,US,TN,CHATTANOOGA,37421,"2030 HAMILTON PLACE BVLD, SUITE 500",CBL CENTER,4238550001,US,TN,CHATTANOOGA,37421,"2030 HAMILTON PLACE BVLD, SUITE 500",CBL CENTER,US,DE,621545718,,,2-ACC,0,1231,8-K,20200831,,,20200819,47:00.0,1,0,cbl-8k_20200818_htm.xml,2,915140,
0001564590-20-040627,1351636,"SHOTSPOTTER, INC",7372,US,CA,NEWARK,94560,"7979 GATEWAY BLVD., STE. 210",,(510) 794-3100,US,CA,NEWARK,94560,"7979 GATEWAY BLVD., STE. 210",,,,470949915,SHOTSPOTTER INC,20110517,2-ACC,0,1231,8-K,20200731,,,20200819,48:00.0,0,0,ssti-8k_20200814_htm.xml,1,,
0001564590-20-040654,13156,"GALAXY GAMING, INC.",7900,US,NV,LAS VEGAS,89119,6767 SPENCER STREET,,702-939-3254,US,NV,LAS VEGAS,89119,6767 SPENCER STREET,,,,208143439,SECURED DIVERSIFIED INVESTMENT LTD,20050622,4-NON,0,1231,10-Q,20200630,2020,Q2,20200819,26:00.0,0,1,glxz-20200630.xml,1,,
0001564590-20-040672,1434316,FATE THERAPEUTICS INC,2836,US,CA,SAN DIEGO,92121,3535 GENERAL ATOMICS COURT,SUITE 200,858.875.1803,US,CA,SAN DIEGO,92121,3535 GENERAL ATOMICS COURT,SUITE 200,US,DE,0,,,1-LAF,0,1231,8-K,20200831,,,20200819,01:00.0,0,0,fate-8k_20200817_htm.xml,1,,
0001564590-20-040673,1572702,"ATLAS GROWTH PARTNERS, L.P.",1311,US,TX,FORT WORTH,76102,"425 HOUSTON STREET, SUITE 300",,4124890006,US,TX,FORT WORTH,76102,"425 HOUSTON STREET, SUITE 300",,US,DE,800906030,,,4-NON,0,1231,10-Q,20200630,2020,Q2,20200819,06:00.0,0,1,agp-20200630.xml,1,,
0001564590-20-040679,1419600,FLEXION THERAPEUTICS INC,2834,US,MA,BURLINGTON,1803,10 MALL ROAD,SUITE 301,(781) 305-7777,US,MA,BURLINGTON,1803,10 MALL ROAD,SUITE 301,US,DE,0,,,2-ACC,0,1231,8-K,20200831,,,20200819,00:00.0,0,0,flxn-8k_20200818_htm.xml,1,,
0001564590-20-040696,708818,"NEXTGEN HEALTHCARE, INC.",7373,US,CA,IRVINE,92612,18111 VON KARMAN AVENUE,SUITE 800,949-255-2600,US,CA,IRVINE,92612,18111 VON KARMAN AVENUE,SUITE 800,US,CA,952888568,"QUALITY SYSTEMS, INC",20180823,1-LAF,0,331,8-K,20200831,,,20200820,36:00.0,0,0,nxgn-8k_20200818_htm.xml,1,,
0001564590-20-040715,1314102,"EYEPOINT PHARMACEUTICALS, INC.",3826,US,MA,WATERTOWN,2472,480 PLEASANT STREET,SUITE B300,617-926-5000,US,MA,WATERTOWN,2472,480 PLEASANT STREET,SUITE B300,US,DE,262774444,PSIVIDA CORP.,20080619,2-ACC,0,1231,8-K,20200831,,,20200820,05:00.0,0,0,eypt-8k_20200820_htm.xml,1,,
0001564590-20-040717,59558,LINCOLN NATIONAL CORP,6311,US,PA,RADNOR,19087,150 N RADNOR CHESTER RD,,4845831400,US,PA,RADNOR,19087,150 N RADNOR CHESTER RD,,US,IN,351140070,,,1-LAF,0,1231,8-K,20200831,,,20200820,10:00.0,0,0,lnc-8k_20200818_htm.xml,1,,
0001564590-20-040719,106535,WEYERHAEUSER CO,6798,US,WA,SEATTLE,98104,220 OCCIDENTAL AVENUE SOUTH,,206-539-3000,US,WA,SEATTLE,98104,220 OCCIDENTAL AVENUE SOUTH,,US,WA,910470860,,,1-LAF,0,1231,8-K,20200731,,,20200820,23:00.0,0,0,wy-8k_20200814_htm.xml,1,,
0001564590-20-040787,1470205,"COUNTY BANCORP, INC.",6022,US,WI,MANITOWOC,54221-0700,860 NORTH RAPIDS ROAD,P.O. BOX 700,(920) 688-5608,US,WI,MANITOWOC,54221-0700,860 NORTH RAPIDS ROAD,P.O. BOX 700,US,WI,391850431,,,2-ACC,0,1231,8-K,20200831,,,20200820,15:00.0,0,0,icbk-8k_20200818_htm.xml,1,,
0001564590-20-040798,1468748,KODIAK SCIENCES INC.,2836,US,CA,PALO ALTO,94304,2631 HANOVER STREET,,650-281-0850,US,CA,PALO ALTO,94304,2631 HANOVER STREET,,US,DE,270476525,"OLIGASIS, LLC",20090721,2-ACC,0,1231,8-K,20200731,,,20200820,00:00.0,0,0,kod-8k_20200814_htm.xml,1,,
0001564590-20-040799,1617242,KEARNY FINANCIAL CORP.,6035,US,NJ,FAIRFIELD,7004,120 PASSAIC AVENUE,,(973) 244-4500,US,NJ,FAIRFIELD,7004,120 PASSAIC AVENUE,,,,300870244,,,1-LAF,0,630,8-K,20200831,,,20200820,00:00.0,0,0,krny-8k_20200819_htm.xml,1,,
0001564590-20-040808,1661460,"POSEIDA THERAPEUTICS, INC.",2836,US,CA,SAN DIEGO,92121,9390 TOWNE CENTRE DRIVE,SUITE 200,858-779-3100,US,CA,SAN DIEGO,92121,9390 TOWNE CENTRE DRIVE,SUITE 200,,,472846548,,,4-NON,0,1231,10-Q,20200630,2020,Q2,20200820,14:00.0,0,1,pstx-20200630.xml,1,,
0001564590-20-040810,1670349,"U.S. WELL SERVICES, INC.",1389,US,TX,HOUSTON,77056,"1360 POST OAK BOULEVARD, SUITE 1800",,(832) 562-3730,US,TX,HOUSTON,77056,"1360 POST OAK BOULEVARD, SUITE 1800",,US,DE,811847117,MATLIN & PARTNERS ACQUISITION CORP,20160422,2-ACC,0,1231,8-K,20200731,,,20200820,16:00.0,0,0,usws-8k_20200814_htm.xml,1,,
0001564590-20-040819,1787400,"NKARTA, INC.",2834,US,CA,SOUTH SAN FRANCISCO,94080,6000 SHORELINE COURT,SUITE 102,650-215-0385,US,CA,SOUTH SAN FRANCISCO,94080,6000 SHORELINE COURT,SUITE 102,US,DE,474515206,,,4-NON,0,1231,10-Q,20200630,2020,Q2,20200820,51:00.0,0,1,nktx-20200630.xml,1,,
0001564590-20-040823,1413159,TEXTAINER GROUP HOLDINGS LTD,7359,BM,,HAMILTON,HM HX,CENTURY HOUSE,16 PAR-LA-VILLE ROAD,(441) 296-2500,BM,,HAMILTON,HM HX,CENTURY HOUSE,16 PAR-LA-VILLE ROAD,BM,,980530316,,,2-ACC,0,1231,6-K,20200630,,,20200820,12:00.0,0,1,tgh-6k_20200630_htm.xml,1,,
0001564590-20-040883,1083643,"FAUQUIER BANKSHARES, INC.",6022,US,VA,WARRENTON,20186,10 COURTHOUSE,,(540) 347-6751,US,VA,WARRENTON,20186,10 COURTHOUSE SQUARE,,US,VA,541288193,FAUQUIER BANKSHARES INC,19990408,2-ACC,0,1231,8-K,20200831,,,20200821,04:00.0,0,0,fbss-8k_20200821_htm.xml,1,,
0001564590-20-040942,1224133,MARCHEX INC,7389,US,WA,SEATTLE,98101,520 PIKE STREET,SUITE 2000,206-774-5000,US,WA,SEATTLE,98101,520 PIKE STREET,SUITE 2000,US,DE,352194038,,,2-ACC,0,1231,8-K/A,20200731,,,20200821,03:00.0,0,0,mchx-8ka_20200810_htm.xml,1,,
0001564590-20-040944,23194,COMSTOCK RESOURCES INC,1311,US,TX,FRISCO,75034,5300 TOWN AND COUNTRY BLVD,STE 500,9726688800,US,TX,FRISCO,75034,5300 TOWN AND COUNTRY BLVD,STE 500,US,NV,941667468,COMSTOCK TUNNEL & DRAINAGE CO,19880121,2-ACC,0,1231,8-K,20200831,,,20200821,05:00.0,0,0,crk-8k_20200821_htm.xml,1,,
0001564590-20-040946,817720,SYNAPTICS INC,3674,US,CA,SAN JOSE,95131-3326,1251 MCKAY DRIVE,,408-904-1100,US,CA,SAN JOSE,95131-3326,1251 MCKAY DRIVE,,US,DE,770118518,SYNAPTICS INC,20010216,1-LAF,1,630,10-K,20200630,2020,FY,20200821,08:00.0,0,1,syna-10k_20200627_htm.xml,1,,
0001564590-20-040951,874866,CORVEL CORP,6411,US,CA,IRVINE,92614,2010 MAIN STREE,SUITE 1020,9498511473,US,CA,IRVINE,92614,2010 MAIN STREET,SUITE 1020,US,DE,330282651,FORTIS CORP,19600201,1-LAF,0,331,10-K/A,20200331,2020,FY,20200821,16:00.0,0,1,crvl-10ka_20200331_htm.xml,1,,
0001564590-20-040952,1439404,ZYNGA INC,7374,US,CA,SAN FRANCISCO,94103,699 EIGHTH STREET,,800-762-2530,US,CA,SAN FRANCISCO,94103,699 EIGHTH STREET,,,,421733483,ZYNGA GAME NETWORK INC,20080708,1-LAF,0,1231,8-K/A,20200630,,,20200821,18:00.0,0,0,znga-8ka_20200701_htm.xml,1,,
0001564590-20-040954,1002590,"STAR GROUP, L.P.",5990,US,CT,STAMFORD,6902,9 WEST BROAD STREET,SUITE 310,2033287300,US,CT,STAMFORD,6902,9 WEST BROAD STREET,SUITE 310,US,DE,61437793,STAR GROUP LP,20171025,2-ACC,0,930,8-K,20200831,,,20200821,30:00.0,0,0,sgu-8k_20200820_htm.xml,1,,
0001564590-20-040955,789570,MGM RESORTS INTERNATIONAL,7011,US,NV,LAS VEGAS,89109,3600 LAS VEGAS BLVD S,,702-693-7120,US,NV,LAS VEGAS,89109,3600 LAS VEGAS BLVD S.,,US,DE,880215232,MGM MIRAGE,20000823,1-LAF,0,1231,8-K,20200831,,,20200821,31:00.0,0,0,mgm-8k_20200819_htm.xml,1,,
0001564590-20-041044,1717452,"ODONATE THERAPEUTICS, INC.",2834,US,CA,SAN DIEGO,92121,4747 EXECUTIVE DRIVE,SUITE 210,858-200-3830,US,CA,SAN DIEGO,92121,4747 EXECUTIVE DRIVE,SUITE 210,US,DE,822493065,"ODONATE THERAPEUTICS, INC",20171207,2-ACC,0,1231,8-K,20200831,,,20200824,01:00.0,0,0,odt-8k_20200824_htm.xml,1,,
0001564590-20-041048,1308208,"UNIVERSAL LOGISTICS HOLDINGS, INC.",4213,US,MI,WARREN,48089,12755 EAST NINE MILE ROAD,,(586) 920-0100,US,MI,WARREN,48089,12755 EAST NINE MILE ROAD,,US,MI,383640097,"UNIVERSAL TRUCKLOAD SERVICES, INC.",20041109,2-ACC,0,1231,8-K,20200831,,,20200824,05:00.0,0,0,ulh-8k_20200824_htm.xml,1,,
0001564590-20-041061,886128,FUELCELL ENERGY INC,3690,US,CT,DANBURY,6813,3 GREAT PASTURE RD,,2038256000,US,CT,DANBURY,6813,3 GREAT PASTURE ROAD,,US,DE,60853042,ENERGY RESEARCH CORP /NY/,19930328,4-NON,0,1031,8-K,20200831,,,20200824,00:00.0,0,0,fcel-8k_20200824_htm.xml,1,,
0001564590-20-041064,7431,ARMSTRONG WORLD INDUSTRIES INC,3089,US,PA,LANCASTER,17603,2500 COLUMBIA AVE,,7173970611,US,PA,LANCASTER,17603,2500 COLUMBIA AVE,,US,PA,230366390,ARMSTRONG CORK CO,19800611,1-LAF,0,1231,8-K,20200831,,,20200824,21:00.0,0,0,awi-8k_20200824_htm.xml,1,,
0001564590-20-041076,9092,BADGER METER INC,3824,US,WI,MILWAUKEE,53223,4545 WEST BROWN DEER ROAD,,4143715702,US,WI,MILWAUKEE,53223,4545 W BROWN DEER RD,,US,WI,390143280,BADGER METER MANUFACTURING CO,19710729,1-LAF,0,1231,8-K,20200831,,,20200825,58:00.0,0,0,bmi-8k_20200821_htm.xml,1,,
0001564590-20-041095,1315257,KOPPERS HOLDINGS INC.,2400,US,PA,PITTSBURGH,15219,436 SEVENTH AVENUE,,412-227-2001,US,PA,PITTSBURGH,15219,436 SEVENTH AVENUE,,US,PA,201878963,KI HOLDINGS INC.,20050124,1-LAF,0,1231,8-K,20200831,,,20200825,47:00.0,0,0,kop-8k_20200825_htm.xml,1,,
0001564590-20-041172,1031203,GROUP 1 AUTOMOTIVE INC,5500,US,TX,HOUSTON,77024,800 GESSNER,SUITE 500,713-647-5700,US,TX,HOUSTON,77024,800 GESSNER,SUITE 500,US,DE,760506313,,,1-LAF,0,1231,8-K,20200831,,,20200825,40:00.0,0,0,gpi-8k_20200820_htm.xml,1,,
0001564590-20-041198,1462120,"LIVE OAK BANCSHARES, INC.",6022,US,NC,WILMINGTON,28403,1741 TIBURON DRIVE,,910-790-5867,US,NC,WILMINGTON,28403,1741 TIBURON DRIVE,,US,NC,264596286,,,1-LAF,0,1231,8-K,20200831,,,20200825,15:00.0,0,0,lob-8k_20200825_htm.xml,1,,
0001564590-20-041200,910612,CBL & ASSOCIATES PROPERTIES INC,6798,US,TN,CHATTANOOGA,37421,"2030 HAMILTON PLACE BVLD, SUITE 500",CBL CENTER,4238550001,US,TN,CHATTANOOGA,37421,"2030 HAMILTON PLACE BVLD, SUITE 500",CBL CENTER,US,DE,621545718,,,2-ACC,0,1231,8-K,20200831,,,20200825,21:00.0,1,0,cbl-8k_20200819_htm.xml,2,915140,
0001564590-20-041201,1138723,ACCURAY INC,3841,US,CA,SUNNYVALE,94089,1310 CHESAPEAKE TERRACE,,4087164600,US,CA,SUNNYVALE,94089,1310 CHESAPEAKE TERRACE,,,,208370041,,,2-ACC,0,630,10-K,20200630,2020,FY,20200825,29:00.0,0,1,aray-10k_20200630_htm.xml,1,,
0001564590-20-041206,1116463,ORASURE TECHNOLOGIES INC,3841,US,PA,BETHLEHEM,18015,150 WEBSTER ST,,5036416115,US,PA,BETHLEHEM,18015,150 WEBSTER ST,,US,DE,364370966,,,1-LAF,0,1231,8-K,20200831,,,20200825,47:00.0,0,0,osur-8k_20200825_htm.xml,1,,
0001564590-20-041209,862831,FINANCIAL INSTITUTIONS INC,6021,US,NY,WARSAW,14569,220 LIBERTY STREET,,5857861100,US,NY,WARSAW,14569,220 LIBERTY STREET,,US,NY,160816610,,,2-ACC,0,1231,8-K,20200831,,,20200825,00:00.0,0,0,fisi-8k_20200825_htm.xml,1,,
0001564590-20-041229,1549922,"SUMMIT MIDSTREAM PARTNERS, LP",4922,US,TX,THE WOODLANDS,77380,1790 HUGHES LANDING BOULEVARD,SUITE 500,832-413-4770,US,TX,THE WOODLANDS,77380,1790 HUGHES LANDING BOULEVARD,SUITE 500,US,DE,455200503,SUMMIT MIDSTREAM PARTNERS LP,20120514,2-ACC,0,1231,8-K,20200831,,,20200826,30:00.0,0,0,smlp-8k_20200825_htm.xml,1,,
0001564590-20-041236,730255,CALAMP CORP.,3663,US,CA,IRVINE,92618,"15635 ALTON PARKWAY, SUITE 250",,949-600-5600,US,CA,IRVINE,92618,"15635 ALTON PARKWAY, SUITE 250",,US,DE,953647070,CALIFORNIA AMPLIFIER INC,19920703,2-ACC,0,229,8-K,20200831,,,20200826,06:00.0,0,0,camp-8k_20200824_htm.xml,1,,
0001564590-20-041241,879635,MID PENN BANCORP INC,6022,US,PA,MILLERSBURG,17061,349 UNION STREET,,8666427736,US,PA,MILLERSBURG,17061,349 UNION STREET,,US,PA,251666413,,,2-ACC,0,1231,8-K,20200831,,,20200826,56:00.0,0,0,mpb-8k_20200826_htm.xml,1,,
0001564590-20-041275,912615,URBAN OUTFITTERS INC,5651,US,PA,PHILADELPHIA,19112,5000 SOUTH BROAD STREET,,2154545500,US,PA,PHILADELPHIA,19112,5000 SOUTH BROAD STREET,,US,PA,232003332,,,1-LAF,0,131,8-K,20200831,,,20200826,42:00.0,0,0,urbn-8k_20200825_htm.xml,1,,
0001564590-20-041346,1002047,"NETAPP, INC.",3572,US,CA,SUNNYVALE,94089,1395 CROSSMAN AVENUE,,4088226000,US,CA,SUNNYVALE,94089,1395 CROSSMAN AVENUE,,US,CA,770307520,NETWORK APPLIANCE INC,19951010,1-LAF,0,430,8-K,20200831,,,20200826,05:00.0,0,0,ntap-8k_20200821_htm.xml,1,,
0001564590-20-041348,1372612,BOX INC,7372,US,CA,REDWOOD CITY,94063,900 JEFFERSON AVE,,877-729-4269,US,CA,REDWOOD CITY,94063,900 JEFFERSON AVE,,US,DE,202714444,BOX.NET INC,20060814,1-LAF,0,131,8-K,20200831,,,20200826,10:00.0,0,0,box-8k_20200826_htm.xml,1,,
0001564590-20-041350,100726,UNIFI INC,2200,US,NC,GREENSBORO,27419-9109,7201 WEST FRIENDLY RD,P O BOX 19109,9192944410,US,NC,GREENSBORO,24719-9109,7201 W FRIENDLY RD,PO BOX 19109,US,NY,112165495,AUTOMATED ENVIRONMENTAL SYSTEMS INC,19720906,2-ACC,0,630,10-K,20200630,2020,FY,20200826,22:00.0,0,1,ufi-20200628.xml,1,,
0001564590-20-041362,42316,GOLDFIELD CORP,1623,US,FL,MELBOURNE,32901,1684 WEST HIBISCUS BLVD.,,321-724-1700,US,FL,MELBOURNE,32901,1684 WEST HIBISCUS BLVD.,,US,DE,880031580,GOLDFIELD CONSOLIDATED MINES CO,19670628,2-ACC,0,1231,8-K,20200831,,,20200826,09:00.0,0,0,gv-8k_20200826_htm.xml,1,,
0001564590-20-041427,1101680,DASAN ZHONE SOLUTIONS INC,3661,US,CA,OAKLAND,94621,7195 OAKPORT STREET,,5107777000,US,CA,OAKLAND,94621,7195 OAKPORT STREET,,US,DE,223509099,ZHONE TECHNOLOGIES INC,20031114,2-ACC,0,1231,8-K,20200831,,,20200827,02:00.0,0,0,dzsi-8k_20200824_htm.xml,1,,
0001564590-20-041431,1579298,"BURLINGTON STORES, INC.",5311,US,NJ,BURLINGTON,8016,1830 ROUTE 130 NORTH,,6093877800,US,NJ,BURLINGTON,8016,1830 ROUTE 130 NORTH,,US,DE,800895227,"BURLINGTON HOLDINGS, INC.",20130613,1-LAF,0,131,8-K,20200831,,,20200827,49:00.0,0,0,burl-8k_20200827_htm.xml,1,,
0001564590-20-041439,1358762,REATA PHARMACEUTICALS INC,2834,US,TX,PLANO,75024,5320 LEGACY DRIVE,,972-865-2219,US,TX,PLANO,75024,5320 LEGACY DRIVE,,US,DE,113651945,,,1-LAF,0,1231,8-K,20200831,,,20200827,00:00.0,0,0,reta-8k_20200826_htm.xml,1,,
0001564590-20-041444,1082038,DURECT CORP,2834,US,CA,CUPERTINO,95014,10260 BUBB RD,,4087771417,US,CA,CUPERTINO,95014,10260 BUBB ROAD,,US,DE,943297098,,,2-ACC,0,1231,8-K,20200831,,,20200827,46:00.0,0,0,drrx-8k_20200827_htm.xml,1,,
0001564590-20-041451,72573,MOVADO GROUP INC,3873,US,NJ,PARAMUS,7652,650 FROM ROAD,SUITE 375,201-267-8000,US,NJ,PARAMUS,7652,650 FROM ROAD,SUITE 375,US,NY,132595932,NORTH AMERICAN WATCH CORP,19930916,2-ACC,0,131,10-Q,20200731,2021,Q2,20200827,39:00.0,0,1,mov-10q_20200731_htm.xml,1,,
0001564590-20-041457,879635,MID PENN BANCORP INC,6022,US,PA,MILLERSBURG,17061,349 UNION STREET,,8666427736,US,PA,MILLERSBURG,17061,349 UNION STREET,,US,PA,251666413,,,2-ACC,0,1231,8-K,20200831,,,20200827,00:00.0,0,0,mpb-8k_20200826_htm.xml,1,,
0001564590-20-041484,813298,"DESTINATION XL GROUP, INC.",5651,US,MA,CANTON,2021,555 TURNPIKE STREET,,7818215900,US,MA,CANTON,2021,555 TURNPIKE STREET,,US,DE,42623104,CASUAL MALE RETAIL GROUP INC,20020821,2-ACC,0,131,10-Q,20200731,2020,Q2,20200827,20:00.0,0,1,dxlg-10q_20200801_htm.xml,1,,
0001564590-20-041521,760498,BANCFIRST CORP /OK/,6021,US,OK,OKLAHOMA CITY,73102-8401,101 N BROADWAY STE 200,,4052701000,US,OK,OKLAHOMA CITY,73102-8401,101 NORTH BROADWAY,STE 200,US,OK,731221379,UNITED COMMUNITY CORP,19890401,1-LAF,0,1231,8-K,20200831,,,20200827,05:00.0,0,0,banf-8k_20200827_htm.xml,1,,
0001564590-20-041533,1171155,"RADIANT LOGISTICS, INC",4731,US,WA,BELLEVUE,98004,"405 114TH AVENUE, SE",THIRD FLOOR,425-943-4599,US,WA,BELLEVUE,98004,"405 114TH AVENUE, SE",THIRD FLOOR,US,DE,43625550,GOLF TWO INC,20020415,2-ACC,0,630,8-K,20200831,,,20200827,00:00.0,0,0,rlgt-8k_20200827_htm.xml,1,,
