adsh,cik,name,sic,countryba,stprba,cityba,zipba,bas1,bas2,baph,countryma,stprma,cityma,zipma,mas1,mas2,countryinc,stprinc,ein,former,changed,afs,wksi,fye,form,period,fy,fp,filed,accepted,prevrpt,detail,instance,nciks,aciks
0001558370-19-009718,1378950,"U.S. AUTO PARTS NETWORK, INC.",5531,US,CA,CARSON,90746,16941 KEEGAN AVE,,(310) 735-0085,US,CA,CARSON,90746,16941 KEEGAN AVE,,US,DE,680623433,,,4-NON,0,1231,10-Q,20190930,2019,Q3,20191101,02:00.0,0,1,prts-20190928.xml,1,
0001558370-19-009719,1375205,UR-ENERGY INC,1040,US,CO,LITTLETON,80127,SUITE 200,10758 W. CENTENNIAL ROAD,720-981-4588,US,CO,LITTLETON,80127,SUITE 200,10758 W. CENTENNIAL ROAD,CA,,0,,,2-ACC,0,1231,10-Q,20190930,2019,Q3,20191101,04:00.0,0,1,urg-20190930.xml,1,
0001558370-19-009725,1361538,PRIMORIS SERVICES CORP,1623,US,TX,DALLAS,75201,"2300 N. FIELD STREET, SUITE 1900",,214-740-5600,US,TX,DALLAS,75201,"2300 N. FIELD STREET, SUITE 1900",,US,DE,204743916,PRIMORIS SERVICES CORP,20080821,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191104,42:00.0,0,1,prim-20190930x10q05821d_htm.xml,1,
0001558370-19-009747,1429560,TREVENA INC,2834,US,PA,CHESTERBROOK,19087,955 CHESTERBROOK BOULEVARD,SUITE 110,6103548840,US,PA,CHESTERBROOK,19087,955 CHESTERBROOK BOULEVARD,SUITE 110,US,DE,0,,,2-ACC,0,1231,10-Q,20190930,2019,Q3,20191104,25:00.0,0,1,trvn-20190930.xml,1,
0001558370-19-009750,1121142,MAXAR TECHNOLOGIES INC.,3663,US,CO,WESTMINSTER,80234,1300 W. 120TH AVENUE,,3036844000,US,CO,WESTMINSTER,80234,1300 W. 120TH AVENUE,,,,980544351,MAXAR TECHNOLOGIES LTD.,20171005,1-LAF,0,1231,8-K,20191031,2019,FY,20191104,31:00.0,0,0,maxr-20191001x8k1c6c459_htm.xml,1,
0001558370-19-009774,1783400,"US ECOLOGY, INC.",4953,US,ID,BOISE,83702,101 S. CAPITOL BLVD.,SUITE 1000,(208) 331-8400,US,ID,BOISE,83702,101 S. CAPITOL BLVD.,SUITE 1000,US,DE,0,"US ECOLOGY PARENT, INC.",20190723,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191104,38:00.0,0,1,ecol-20190930x10q899f75_htm.xml,1,
0001558370-19-009776,1538990,STORE CAPITAL CORP,6798,US,AZ,SCOTTSDALE,85255,8377 EAST HARTFORD DRIVE,SUITE 100,(480) 256-1100,US,AZ,SCOTTSDALE,85255,8377 EAST HARTFORD DRIVE,SUITE 100,US,MD,452280254,,,1-LAF,0,1231,10-Q/A,20190930,2019,Q3,20191104,53:00.0,0,1,stor-20190930x10qaa7342_htm.xml,1,
0001558370-19-009802,1027838,TACTILE SYSTEMS TECHNOLOGY INC,3841,US,MN,MINNEAPOLIS,55413,1331 TYLER STREET NE STE 200,,866-435-3948,US,MN,MINNEAPOLIS,55413,1331 TYLER STREET NE STE 200,,US,DE,0,,,1-LAF,0,1231,8-K,20191031,2019,FY,20191104,02:00.0,0,0,tcmd-20191103x8k0de6f10_htm.xml,1,
0001558370-19-009807,1577368,"QTS REALTY TRUST, INC.",6798,US,KS,OVERLAND PARK,66213,"12851 FOSTER STREET, SUITE 205",,913-814-9988,US,KS,OVERLAND PARK,66213,"12851 FOSTER STREET, SUITE 205",,,,462809094,,,1-LAF,0,1231,8-K,20191031,2019,FY,20191104,06:00.0,0,0,qts-20191104x8kbc77f69_htm.xml,1,
0001558370-19-009809,1027838,TACTILE SYSTEMS TECHNOLOGY INC,3841,US,MN,MINNEAPOLIS,55413,1331 TYLER STREET NE STE 200,,866-435-3948,US,MN,MINNEAPOLIS,55413,1331 TYLER STREET NE STE 200,,US,DE,0,,,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191104,12:00.0,0,1,tcmd-20190930x10q79f39f_htm.xml,1,
0001558370-19-009813,103145,VEECO INSTRUMENTS INC,3559,US,NY,PLAINVIEW,11803,TERMINAL DRIVE,,516 677-0200,US,NY,PLAINVIEW,11803,TERMINAL DRIVE,,US,DE,112989601,VACUUM ELECTRONIC MANUFACTURING CORP,19700408,1-LAF,0,1231,8-K,20191031,2019,FY,20191104,16:00.0,0,0,veco-20190503x8k74942dc_htm.xml,1,
0001558370-19-009814,1121142,MAXAR TECHNOLOGIES INC.,3663,US,CO,WESTMINSTER,80234,1300 W. 120TH AVENUE,,3036844000,US,CO,WESTMINSTER,80234,1300 W. 120TH AVENUE,,,,980544351,MAXAR TECHNOLOGIES LTD.,20171005,1-LAF,0,1231,8-K,20191031,2019,FY,20191104,17:00.0,0,0,maxr-20191103x8k68ac733_htm.xml,1,
0001558370-19-009815,1745916,"PENNYMAC FINANCIAL SERVICES, INC.",6162,US,CA,WESTLAKE VILLAGE,91361,3043 TOWNSGATE ROAD,,(818) 224-7442,US,CA,WESTLAKE VILLAGE,91361,3043 TOWNSGATE ROAD,,US,DE,831098934,"NEW PENNYMAC FINANCIAL SERVICES, INC.",20180709,2-ACC,0,1231,10-Q,20190930,2019,Q3,20191104,22:00.0,0,1,pfsi-20190930.xml,1,
0001558370-19-009818,1519061,TRINSEO S.A.,2821,US,PA,BERWYN,19312,1000 CHESTERBROOK BOULEVARD,SUITE 3000,610-240-3200,US,PA,BERWYN,19312,1000 CHESTERBROOK BOULEVARD,SUITE 3000,,,0,BAIN CAPITAL EVEREST (LUXCO 2) S.A R.L.,20110426,2-ACC,0,1231,8-K,20191031,2019,FY,20191104,26:00.0,0,0,tse-20191104x8k4849b24_htm.xml,1,
0001558370-19-009824,1295810,"SUNSTONE HOTEL INVESTORS, INC.",7011,US,CA,IRVINE,92618,200 SPECTRUM CENTER DRIVE,21ST FLOOR,(949) 330-4000,US,CA,IRVINE,92618,200 SPECTRUM CENTER DRIVE,21ST FLOOR,US,MD,201296886,,,1-LAF,0,1231,8-K,20191031,2019,FY,20191104,47:00.0,0,0,sho-20191101x8k438ad79_htm.xml,1,
0001558370-19-009829,1121142,MAXAR TECHNOLOGIES INC.,3663,US,CO,WESTMINSTER,80234,1300 W. 120TH AVENUE,,3036844000,US,CO,WESTMINSTER,80234,1300 W. 120TH AVENUE,,,,980544351,MAXAR TECHNOLOGIES LTD.,20171005,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191104,02:00.0,0,1,maxr-20190930x10qc611e5_htm.xml,1,
0001558370-19-009834,103145,VEECO INSTRUMENTS INC,3559,US,NY,PLAINVIEW,11803,TERMINAL DRIVE,,516 677-0200,US,NY,PLAINVIEW,11803,TERMINAL DRIVE,,US,DE,112989601,VACUUM ELECTRONIC MANUFACTURING CORP,19700408,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191104,18:00.0,0,1,veco-20190630x10q83602f_htm.xml,1,
0001558370-19-009838,788965,HALLADOR ENERGY CO,1220,US,IN,TERRE HAUTE,47802,1183 EAST CANVASBACK DRIVE,,303-839-5504,US,IN,TERRE HAUTE,47802,1183 EAST CANVASBACK DRIVE,,US,CO,841014610,HALLADOR PETROLEUM CO,19920703,2-ACC,0,1231,10-Q,20190930,2019,Q3,20191104,24:00.0,0,1,hnrg-20190930.xml,1,
0001558370-19-009847,1698990,MAGNOLIA OIL & GAS CORP,1311,US,TX,HOUSTON,77046,NINE GREENWAY PLAZA,SUITE 1300,713-842-9050,US,TX,HOUSTON,77046,NINE GREENWAY PLAZA,SUITE 1300,US,DE,815365682,MAGNOLIA OIL & GAS,20180801,1-LAF,0,1231,8-K,20191031,2019,FY,20191105,15:00.0,0,0,mgy-20190808x8k027e13e_htm.xml,1,
0001558370-19-009854,1282631,NETLIST INC,3674,US,CA,IRVINE,92618,"175 TECHNOLOGY DRIVE, SUITE 150",,949-435-0025,US,CA,IRVINE,92618,"175 TECHNOLOGY DRIVE, SUITE 150",,US,DE,954812784,,,4-NON,0,1231,10-Q,20190930,2019,Q3,20191105,53:00.0,0,1,nlst-20190928.xml,1,
0001558370-19-009881,1633931,TOPBUILD CORP,1700,US,FL,DAYTONA BEACH,32114,260 JIMMY ANN DRIVE,,(386) 304-2200,US,FL,DAYTONA BEACH,32114,260 JIMMY ANN DRIVE,,US,DE,473096382,MASCO SPINCO CORP.,20150213,1-LAF,0,1231,8-K,20191031,2019,FY,20191105,47:00.0,0,0,bld-20190801x8k528bb59_htm.xml,1,
0001558370-19-009885,1522727,"USA COMPRESSION PARTNERS, LP",4922,US,TX,AUSTIN,78701,100 CONGRESS AVENUE,SUITE 450,512-473-2662,US,TX,AUSTIN,78701,100 CONGRESS AVENUE,SUITE 450,,,752771546,,,1-LAF,0,1231,8-K,20191031,2019,FY,20191105,01:00.0,0,0,usac-20191105x8k595680e_htm.xml,1,
0001558370-19-009888,1597264,BLUEPRINT MEDICINES CORP,2834,US,MA,CAMBRIDGE,2139,45 SIDNEY STREET,,617-374-7580,US,MA,CAMBRIDGE,2139,45 SIDNEY STREET,,US,DE,0,,,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191105,39:00.0,0,1,bpmc-20190930x10q52dbde_htm.xml,1,
0001558370-19-009890,1164727,NEWMONT GOLDCORP CORP /DE/,1040,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,303-863-7414,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,US,DE,841611629,NEWMONT MINING CORP /DE/,20020215,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191105,08:00.0,0,1,nem-20190930x10q294e94_htm.xml,1,
0001558370-19-009907,923571,US XPRESS ENTERPRISES INC,4213,US,TN,CHATTANOOGA,37421,4080 JENKINS ROAD,,4235103000,US,TN,CHATTANOOGA,37421,4080 JENKINS ROAD,,US,NV,621378182,,,4-NON,0,1231,10-Q,20190930,2019,Q3,20191105,06:00.0,0,1,usx-20190930.xml,1,
0001558370-19-009920,1086600,ALLIANCE RESOURCE PARTNERS LP,1221,US,OK,TULSA,74119,1717 SOUTH BOULDER AVENUE,,9182957600,,,,,,,US,DE,731564280,,,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191105,35:00.0,0,1,arlp-20190930x10qa06720_htm.xml,1,
0001558370-19-009928,1519061,TRINSEO S.A.,2821,US,PA,BERWYN,19312,1000 CHESTERBROOK BOULEVARD,SUITE 3000,610-240-3200,US,PA,BERWYN,19312,1000 CHESTERBROOK BOULEVARD,SUITE 3000,,,0,BAIN CAPITAL EVEREST (LUXCO 2) S.A R.L.,20110426,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191105,20:00.0,0,1,tse-20190930x10q323cd7_htm.xml,1,
0001558370-19-009930,1295810,"SUNSTONE HOTEL INVESTORS, INC.",7011,US,CA,IRVINE,92618,200 SPECTRUM CENTER DRIVE,21ST FLOOR,(949) 330-4000,US,CA,IRVINE,92618,200 SPECTRUM CENTER DRIVE,21ST FLOOR,US,MD,201296886,,,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191105,30:00.0,0,1,sho-20190930x10q863ce5_htm.xml,1,
0001558370-19-009954,1040829,"RYMAN HOSPITALITY PROPERTIES, INC.",6798,US,TN,NASHVILLE,37214,ONE GAYLORD DR,,6153166000,US,TN,NASHVILLE,37214,ONE GAYLORD DRIVE,,US,DE,730664379,GAYLORD ENTERTAINMENT CO /DE,19971002,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191105,55:00.0,0,1,rhp-20190930x10qc06751_htm.xml,1,
0001558370-19-009959,883948,ATLANTIC UNION BANKSHARES CORP,6022,US,VA,RICHMOND,23219,1051 EAST CARY STREET,SUITE 1200,800-990-4828,US,VA,RICHMOND,23219,1051 EAST CARY STREET,SUITE 1200,US,VA,540412820,UNION BANKSHARES CORP,20140430,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191105,02:00.0,0,1,aub-20190930x10q4705c2_htm.xml,1,
0001558370-19-009961,881524,VIVUS INC,2834,US,CA,CAMPBELL,95008,900 E. HAMILTON AVENUE,SUITE 550,6509345200,US,CA,CAMPBELL,95008,900 E. HAMILTON AVENUE,SUITE 550,US,DE,943136179,,,2-ACC,0,1231,10-Q,20190930,2019,Q3,20191105,02:00.0,0,1,vvus-20190930.xml,1,
0001558370-19-009963,793733,SKYWEST INC,4512,US,UT,ST GEORGE,84790,444 S RIVER RD,,8016343000,US,UT,ST GEORGE,84790,444 SOUTH RIVER ROAD,,US,UT,870292166,,,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191105,04:00.0,0,1,skyw-20190930x10q3ee3a2_htm.xml,1,
0001558370-19-009964,1687187,"RAMACO RESOURCES, INC.",1220,US,KY,LEXINGTON,40507,250 WEST MAIN STREET,SUITE 210,(859) 244-7455,US,KY,LEXINGTON,40507,250 WEST MAIN STREET,SUITE 210,US,DE,0,,,4-NON,0,1231,10-Q,20190930,2019,Q3,20191105,04:00.0,0,1,metc-20190930.xml,1,
0001558370-19-009970,1126741,GSI TECHNOLOGY INC,3674,US,CA,SUNNYVALE,94089,1213 ELKO DRIVE,,483319802,US,CA,SUNNYVALE,94089,1213 ELKO DRIVE,,,,770398779,,,2-ACC,0,331,10-Q,20190930,2020,Q2,20191105,11:00.0,0,1,gsit-20190930.xml,1,
0001558370-19-009971,1761312,"PALOMAR HOLDINGS, INC.",6331,US,CA,LA JOLLA,92037,7979 IVANHOE AVENUE,SUITE 500,619-567-5290,US,CA,LA JOLLA,92037,7979 IVANHOE AVENUE,SUITE 500,US,DE,0,GC PALOMAR HOLDINGS,20181211,4-NON,0,1231,10-Q,20190930,2019,Q3,20191105,12:00.0,0,1,plmr-20190930.xml,1,
0001558370-19-009974,1034842,RIGEL PHARMACEUTICALS INC,2834,US,CA,SOUTH SAN FRANCISCO,94080,1180 VETERANS BOULEVARD,,,US,CA,SOUTH SAN FRANCISCO,94080,1180 VETERANS BOULEVARD,,US,DE,943248524,,,2-ACC,0,1231,10-Q,20190930,2019,Q3,20191105,16:00.0,0,1,rigl-20190930.xml,1,
0001558370-19-009975,1529463,"FTS INTERNATIONAL, INC.",1389,US,TX,FORT WORTH,76102,777 MAIN STREET,SUITE 2900,(817) 862-2000,US,TX,FORT WORTH,76102,777 MAIN STREET,SUITE 2900,US,DE,451610731,"FTS INTERNATIONAL, LLC",20111020,4-NON,0,1231,10-Q,20190930,2019,Q3,20191105,16:00.0,0,1,ftsi-20190930.xml,1,
0001558370-19-009978,1730430,"KINIKSA PHARMACEUTICALS, LTD.",2834,BM,,HAMILTON,HM11,CLARENDON HOUSE,2 CHURCH STREET,7814399100,BM,,HAMILTON,HM11,CLARENDON HOUSE,2 CHURCH STREET,BM,,0,,,4-NON,0,1231,10-Q,20190930,2019,Q3,20191105,25:00.0,0,1,knsa-20190930.xml,1,
0001558370-19-009980,1326732,XENCOR INC,2834,US,CA,MONROVIA,91016,111 WEST LEMON AVE,,626-305-5900,US,CA,MONROVIA,91016,111 WEST LEMON AVE,,US,DE,201622502,,,1-LAF,0,1231,8-K,20191031,2019,FY,20191105,29:00.0,0,0,xncr-20190701x8k0d26211_htm.xml,1,
0001558370-19-009981,799165,DAWSON GEOPHYSICAL CO,1382,US,TX,MIDLAND,79701,508 WEST WALL,SUITE 800,4326843000,US,TX,MIDLAND,79701,508 WEST WALL,SUITE 800,US,TX,742095844,TGC INDUSTRIES INC,19920703,2-ACC,0,1231,10-Q,20190930,2019,Q3,20191105,30:00.0,0,1,dwsn-20190930.xml,1,
0001558370-19-009984,1278027,"B&G FOODS, INC.",2000,US,NJ,PARSIPPANY,7054,FOUR GATEHALL DRIVE,SUITE 110,9734016500,US,NJ,PARSIPPANY,7054,FOUR GATEHALL DRIVE,SUITE 110,US,DE,133918742,B&G FOODS HOLDINGS CORP,20040129,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191105,36:00.0,0,1,bgs-20190928x10q70f524_htm.xml,1,
0001558370-19-009995,1346830,"CARA THERAPEUTICS, INC.",2834,US,CT,STAMFORD,6902,4 STAMFORD PLAZA,107 ELM STREET 9TH FLOOR,203-406-3700,US,CT,STAMFORD,6902,4 STAMFORD PLAZA,107 ELM STREET 9TH FLOOR,US,DE,0,CARA THERAPEUTICS INC,20051213,2-ACC,0,1231,10-Q,20190930,2019,Q3,20191105,02:00.0,0,1,cara-20190930.xml,1,
0001558370-19-009996,1287213,"DOUGLAS DYNAMICS, INC",3531,US,WI,MILWAUKEE,53233,7777 NORTH 73RD ST,,414-362-3940,US,WI,MILWAUKEE,53233,7777 NORTH 73RD ST,,US,DE,134275891,DOUGLAS DYNAMICS HOLDINGS INC,20040415,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191105,03:00.0,0,1,plow-20190930x10qe42022_htm.xml,1,
0001558370-19-009997,1270073,"INTERCEPT PHARMACEUTICALS, INC.",2834,US,NY,NEW YORK,10001,"10 HUDSON YARDS, 37TH FLOOR",,646-747-1000,US,NY,New York,10001,"10 HUDSON YARDS, 37TH FLOOR",,US,DE,223868459,INTERCEPT PHARMACEUTICALS INC,20031113,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191105,03:00.0,0,1,icpt-20190930x10qefbc2a_htm.xml,1,
0001558370-19-009999,1326732,XENCOR INC,2834,US,CA,MONROVIA,91016,111 WEST LEMON AVE,,626-305-5900,US,CA,MONROVIA,91016,111 WEST LEMON AVE,,US,DE,201622502,,,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191105,07:00.0,0,1,xncr-20190930x10q56b858_htm.xml,1,
0001558370-19-010005,1013880,"TTEC HOLDINGS, INC.",7363,US,CO,ENGLEWOOD,80112,9197 S PEORIA STREET,,303-397-8100,US,CO,ENGLEWOOD,80112,9197 S PEORIA STREET,,US,DE,841291044,TELETECH HOLDINGS INC,19960509,2-ACC,0,1231,10-Q,20190930,2019,Q3,20191105,18:00.0,0,1,ttec-20190930.xml,1,
0001558370-19-010010,855654,"IMMUNOGEN, INC.",2834,US,MA,WALTHAM,2451,830 WINTER ST,,(781)895-0600,US,MA,WALTHAM,2451,830 WINTER ST,,US,MA,42726691,IMMUNOGEN INC,19920703,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191105,31:00.0,0,1,imgn-20190930x10q_htm.xml,1,
0001558370-19-010027,1396033,"LUMBER LIQUIDATORS HOLDINGS, INC.",5211,US,VA,TOANO,23168,3000 JOHN DEERE ROAD,,757-259-4280,US,VA,TOANO,23168,3000 JOHN DEERE ROAD,,,,271310817,"LUMBER LIQUIDATORS, INC.",20070410,2-ACC,0,1231,10-Q,20190930,2019,Q3,20191106,06:00.0,0,1,ll-20190930.xml,1,
0001558370-19-010055,1497770,"WALKER & DUNLOP, INC.",6199,US,MD,BETHESDA,20814,7501 WISCONSIN AVENUE,SUITE 1200E,(301) 215-5500,US,MD,BETHESDA,20814,7501 WISCONSIN AVENUE,SUITE 1200E,US,MD,0,,,1-LAF,0,1231,8-K,20191031,2019,FY,20191106,06:00.0,0,0,wd-20191106x8kd35183a_htm.xml,1,
0001558370-19-010059,1497770,"WALKER & DUNLOP, INC.",6199,US,MD,BETHESDA,20814,7501 WISCONSIN AVENUE,SUITE 1200E,(301) 215-5500,US,MD,BETHESDA,20814,7501 WISCONSIN AVENUE,SUITE 1200E,US,MD,0,,,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191106,23:00.0,0,1,wd-20190930x10q56e9f2_htm.xml,1,
0001558370-19-010064,1640266,"VOYAGER THERAPEUTICS, INC.",2836,US,MA,CAMBRIDGE,2139,75 SIDNEY STREET,,857-259-5340,US,MA,CAMBRIDGE,2139,75 SIDNEY STREET,,US,DE,0,,,2-ACC,0,1231,8-K,20191031,2019,FY,20191106,41:00.0,0,0,vygr-20190707x8kca4c0bc_htm.xml,1,
0001558370-19-010066,1640266,"VOYAGER THERAPEUTICS, INC.",2836,US,MA,CAMBRIDGE,2139,75 SIDNEY STREET,,857-259-5340,US,MA,CAMBRIDGE,2139,75 SIDNEY STREET,,US,DE,0,,,2-ACC,0,1231,10-Q,20190930,2019,Q3,20191106,10:00.0,0,1,vygr-20190930x10q2c0044_htm.xml,1,
0001558370-19-010071,901491,PAPA JOHNS INTERNATIONAL INC,5812,US,KY,LOUISVILLE,40299-2334,2002 PAPA JOHNS BOULEVARD,,5022617272,US,KY,LOUISVILLE,40269-9990,P O BOX 99900,,US,DE,611203323,,,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191106,43:00.0,0,1,pzza-20190929x10qcbb443_htm.xml,1,
0001558370-19-010072,1422841,AQUAVENTURE HOLDINGS LTD,4941,VG,,TORTOLA,VG1110,"COMMERCE HOUSE, WICKHAMS CAY 1","P.O. BOX 3140, ROAD TOWN",813-855-8636,US,FL,TAMPA,33626,14400 CARLSON CIRCLE,,VG,,0,AQUAVENTURE HOLDINGS LLC,20080104,2-ACC,0,1231,10-Q,20190930,2019,Q3,20191106,46:00.0,0,1,waas-20190930.xml,1,
0001558370-19-010074,1621443,"ZYNERBA PHARMACEUTICALS, INC.",2834,US,PA,DEVON,19333,80 W. LANCASTER AVENUE,SUITE 300,484-581-7505,US,PA,DEVON,19333,80 W. LANCASTER AVENUE,SUITE 300,US,DE,260389433,"ZYNERBA PHARMECEUTICALS, INC.",20141003,2-ACC,0,1231,10-Q,20190930,2019,Q3,20191106,17:00.0,0,1,zyne-20190930.xml,1,
0001558370-19-010077,1063761,SIMON PROPERTY GROUP INC /DE/,6798,US,IN,INDIANAPOLIS,46204-3438,225 WEST WASHINGTON STREET,,317-636-1600,US,IN,INDIANAPOLIS,46204-3438,225 WEST WASHINGTON STREET,,US,DE,46268599,CORPORATE PROPERTY INVESTORS INC,19980610,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191106,24:00.0,0,1,spg-20190930x10q_htm.xml,2,1022344
0001558370-19-010081,1641614,CPI CARD GROUP INC.,6153,US,CO,LITTLETON,80127,10026 WEST SAN JUAN WAY,,303-973-9311,US,CO,LITTLETON,80127,10026 WEST SAN JUAN WAY,,US,DE,260344657,"CPI HOLDINGS I, INC.",20150506,4-NON,0,1231,10-Q,20190930,2019,Q3,20191106,54:00.0,0,1,pmts-20190930.xml,1,
0001558370-19-010082,1442836,"MERSANA THERAPEUTICS, INC.",2834,US,MA,CAMBRIDGE,2139,840 MEMORIAL DRIVE,,617-498-0020,US,MA,CAMBRIDGE,2139,840 MEMORIAL DRIVE,,US,DE,0,MERSANA THERAPEUTICS INC,20080813,2-ACC,0,1231,10-Q,20190930,2019,Q3,20191106,01:00.0,0,1,mrsn-20190930.xml,1,
0001558370-19-010084,1322505,"ALBIREO PHARMA, INC.",2834,US,MA,BOSTON,2109,10 POST OFFICE SQUARE,SUITE 502 SOUTH,857-415-4774,US,MA,BOSTON,2109,10 POST OFFICE SQUARE,SUITE 502 SOUTH,US,DE,0,BIODEL INC,20050331,2-ACC,0,1231,10-Q,20190930,2019,Q3,20191106,07:00.0,0,1,albo-20190930.xml,1,
0001558370-19-010099,1621227,ADAPTIMMUNE THERAPEUTICS PLC,2836,GB,,"ABINGDON, OXFORDSHIRE",OX14 4RX,60 JUBILEE AVENUE,MILTON PARK,44 1235 430000,GB,,"ABINGDON, OXFORDSHIRE",OX14 4RX,60 JUBILEE AVENUE,MILTON PARK,GB,,0,ADAPTIMMUNE LTD,20141001,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191106,55:00.0,0,1,adap-20190930x10q8d3831_htm.xml,1,
0001558370-19-010101,1046257,INGREDION INC,2040,US,IL,WESTCHESTER,60154,5 WESTBROOK CORPORATE CENTER,,7085512600,US,IL,WESTCHESTER,60154,INGREDION INCORPORATED,5 WESTBROOK CORPORATE CENTER,US,DE,223514823,CORN PRODUCTS INTERNATIONAL INC,19970917,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191106,01:00.0,0,1,ingr-20190930x10qa93556_htm.xml,1,
0001558370-19-010119,1094810,MUTUALFIRST FINANCIAL INC,6022,US,IN,MUNCIE,47305,110 E CHARLES STREET,,7657472800,US,IN,MUNCIE,47305,110 E CHARLES STREET,,US,MD,371392810,MFS FINANCIAL INC,19990910,2-ACC,0,1231,10-Q,20190930,2019,Q3,20191106,03:00.0,0,1,mfsf-20190930.xml,1,
0001558370-19-010120,315709,INTERNATIONAL BANCSHARES CORP,6022,US,TX,LAREDO,78040-1359,12OO SAN BERNARDO AVE,PO BOX 1359,9567227611,US,TX,LAREDO,78040,P O BOX 1359,1200 SAN BERNARDO,US,TX,742157138,,,1-LAF,0,1231,8-K,20191031,2019,FY,20191106,02:00.0,0,0,iboc-20190807x8k8b18177_htm.xml,1,
0001558370-19-010135,315709,INTERNATIONAL BANCSHARES CORP,6022,US,TX,LAREDO,78040-1359,12OO SAN BERNARDO AVE,PO BOX 1359,9567227611,US,TX,LAREDO,78040,P O BOX 1359,1200 SAN BERNARDO,US,TX,742157138,,,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191106,22:00.0,0,1,iboc-20190930x10q_htm.xml,1,
0001558370-19-010151,1267813,MARINUS PHARMACEUTICALS INC,2834,US,PA,RADNOR,19087,170 N RADNOR CHESTER RD,SUITE 250,484-801-4670,US,PA,RADNOR,19087,170 N RADNOR CHESTER RD,SUITE 250,US,DE,0,,,2-ACC,0,1231,10-Q,20190930,2019,Q3,20191106,01:00.0,0,1,mrns-20190930.xml,1,
0001558370-19-010153,1267565,"COLLEGIUM PHARMACEUTICAL, INC",2834,US,MA,STOUGHTON,2072,100 TECHNOLOGY CENTER DRIVE,,781-713-3699,US,MA,STOUGHTON,2072,100 TECHNOLOGY CENTER DRIVE,,US,VA,0,COLLEGIUM PHARMACEUTICAL INC,20031020,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191106,04:00.0,0,1,coll-20190930x10q91d1a5_htm.xml,1,
0001558370-19-010156,861838,"IDERA PHARMACEUTICALS, INC.",2836,US,PA,EXTON,19341,505 EAGLEVIEW BOULEVARD,SUITE 212,4843481600,US,PA,EXTON,19341,505 EAGLEVIEW BOULEVARD,SUITE 212,US,DE,43072298,HYBRIDON INC,19951211,2-ACC,0,1231,10-Q,20190930,2019,Q3,20191106,06:00.0,0,1,idra-20190930.xml,1,
0001558370-19-010158,1434588,"GRAND CANYON EDUCATION, INC.",8200,US,AZ,PHOENIX,85017,2600 W. CAMELBACK ROAD,,602-247-4400,US,AZ,PHOENIX,85017,2600 W. CAMELBACK ROAD,,US,DE,203356009,,,1-LAF,0,1231,8-K,20191031,2019,FY,20191106,06:00.0,0,0,lope-20191106x8k190eeed_htm.xml,1,
0001558370-19-010159,1047884,ANWORTH MORTGAGE ASSET CORP,6798,US,CA,SANTA MONICA,90401,1299 OCEAN AVENUE,SECOND FLOOR,310-255-4493,US,CA,SANTA MONICA,90401,1299 OCEAN AVENUE,SECOND FLOOR,US,MD,522059785,,,2-ACC,0,1231,10-Q,20190930,2019,Q3,20191106,07:00.0,0,1,anh-20190930.xml,1,
0001558370-19-010162,805928,"AXOGEN, INC.",3845,US,FL,ALACHUA,32615,13631 PROGRESS BLVD.,SUITE 400,(386) 462-6817,US,FL,ALACHUA,32615,13631 PROGRESS BLVD.,SUITE 400,US,MN,411301878,"AXOGEN, INC.",20111004,1-LAF,0,1231,8-K,20191031,2019,FY,20191106,09:00.0,0,0,axgn-20191106x8k01fc50c_htm.xml,1,
